Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2018,Spring,2018-sp,CS,357,Numerical Methods I,,15,33,40,22,24,10,17,10,6,5,6,2,2,0,"Silva, Mariana T"
2018,Spring,2018-sp,CS,361,Prob & Stat for Computer Sci,,10,32,7,4,9,1,0,7,1,1,2,0,6,0,"Barber, Richard C"
2018,Spring,2018-sp,CS,374,Intro to Algs & Models of Comp,,12,31,25,35,27,27,28,25,20,21,11,5,7,1,"Erickson, Jeff G"
2018,Spring,2018-sp,CS,374,Intro to Algs & Models of Comp,,5,55,21,27,10,34,6,32,20,38,12,4,0,2,"Viswanathan, Mahesh"
2018,Spring,2018-sp,CS,398,Applied Cloud Computing,,13,14,13,3,8,4,0,2,0,0,0,0,3,0,"Brunner, Robert J"
2018,Spring,2018-sp,CS,410,Text Information Systems,,94,55,23,6,5,4,0,1,0,0,0,0,0,0,"Zhai, Chengxiang"
2018,Spring,2018-sp,CS,411,Database Systems,,2,6,8,4,7,6,2,2,1,1,0,0,5,1,"Chang, Kevin C"
2018,Spring,2018-sp,CS,411,Database Systems,,8,28,78,54,23,9,0,1,0,0,0,0,0,1,"Parameswaran, Aditya G"
2018,Spring,2018-sp,CS,411,Database Systems,,0,3,7,3,8,0,0,0,0,0,0,0,0,0,"Parameswaran, Aditya G"
2018,Spring,2018-sp,CS,412,Introduction to Data Mining,,9,32,18,10,9,5,2,1,0,0,3,0,5,0,"Han, Jiawei"
2018,Spring,2018-sp,CS,412,Introduction to Data Mining,,16,37,23,11,23,16,16,9,0,0,1,0,1,0,"Sundaram, Hari"
2018,Spring,2018-sp,CS,418,Interactive Computer Graphics,,12,25,14,7,15,10,3,20,0,0,12,0,2,1,"Shaffer, Eric G"
2018,Spring,2018-sp,CS,421,Progrmg Languages & Compilers,,24,87,18,19,20,6,6,0,1,0,5,0,0,0,"Beckman, A M"
2018,Spring,2018-sp,CS,421,Progrmg Languages & Compilers,,9,38,10,5,8,6,3,7,2,0,3,0,1,0,"Beckman, A M"
2018,Spring,2018-sp,CS,423,Operating Systems Design,,9,21,7,5,11,10,1,2,1,0,3,0,0,0,"Bates, Adam M"
2018,Spring,2018-sp,CS,425,Distributed Systems,,3,31,32,40,29,20,18,6,1,0,0,0,1,0,"Vaidya, Nitin H"
2018,Spring,2018-sp,CS,425,Distributed Systems,,2,7,8,9,2,6,1,3,0,0,1,1,0,0,"Vaidya, Nitin H"
2018,Spring,2018-sp,CS,429,"Software Engineering II, ACP",,3,7,11,10,3,4,0,0,0,0,0,0,0,0,"Marinov, Darko"
2018,Spring,2018-sp,CS,431,Embedded Systems,,7,10,7,8,3,0,0,4,0,0,0,0,0,0,"Sha, Lui R"
2018,Spring,2018-sp,CS,433,Computer System Organization,,3,5,5,3,4,1,0,2,1,0,0,0,0,0,"Fletcher, Christopher W"
2018,Spring,2018-sp,CS,438,Communication Networks,,0,18,4,2,7,3,2,9,1,1,2,3,12,2,"Kravets, Robin H"
2018,Spring,2018-sp,CS,440,Artificial Intelligence,,57,107,8,14,68,22,8,11,2,3,8,1,1,1,"Hasegawa-Johnso, Mark A"
2018,Spring,2018-sp,CS,446,Machine Learning,,6,43,36,20,22,13,1,0,0,0,1,0,0,1,"Telgarsky, Matus J"
2018,Spring,2018-sp,CS,446,Machine Learning,,7,24,40,26,19,10,1,0,0,0,2,0,0,0,"Telgarsky, Matus J"
2018,Spring,2018-sp,CS,450,Numerical Analysis,,7,23,14,14,9,11,9,7,4,4,5,2,8,1,"Solomonik, Edgar V"
2018,Spring,2018-sp,CS,460,Security Laboratory,,5,85,0,3,6,0,0,2,0,1,0,0,3,0,"Bambenek, John C"
2018,Spring,2018-sp,CS,461,Computer Security I,,5,15,8,15,19,15,6,17,5,0,4,0,2,2,"Bailey, Michael D"
2018,Spring,2018-sp,CS,463,Computer Security II,,0,14,0,0,15,0,0,6,0,0,1,0,0,0,"Gunter, Carl"
2018,Spring,2018-sp,CS,465,User Interface Design,,15,40,24,21,25,12,5,6,3,0,3,0,2,0,"Fu, Wai-Tat"
2018,Spring,2018-sp,CS,466,Introduction to Bioinformatics,,4,33,8,9,3,0,0,0,0,0,0,0,0,0,"Peng, Jian"
2018,Spring,2018-sp,CS,473,Algorithms,,1,8,12,4,3,4,2,4,2,0,0,0,1,0,"Mehta, Ruta"
2018,Spring,2018-sp,CS,477,Formal Software Devel Methods,,10,9,0,2,1,3,2,2,1,0,1,1,0,0,"Gunter, Elsa"
2018,Spring,2018-sp,CS,492,Senior Project I,,6,7,4,0,3,1,0,0,0,0,0,0,0,0,"Woodley, Michael J"
2018,Spring,2018-sp,CS,498,Applied Machine Learning,,0,166,3,8,3,0,0,1,0,0,0,0,4,0,"Forsyth, David A"
2018,Spring,2018-sp,CS,498,Applied Machine Learning,,0,173,11,11,3,0,0,1,0,0,1,0,2,1,"Forsyth, David A"
2018,Spring,2018-sp,CS,498,Applied Machine Learning,,0,24,0,2,0,0,0,0,0,0,1,0,0,0,"Forsyth, David A"
2018,Spring,2018-sp,CS,498,Cloud Computing Applications,,24,83,28,4,1,1,1,0,0,0,0,0,0,1,"Farivar, Reza"
2018,Spring,2018-sp,CS,498,Learning and Computer Science,,2,7,1,1,6,0,0,2,0,0,1,0,1,0,"Herman, Geoffrey L"
2018,Spring,2018-sp,CS,498,Audio Computing Lab,,9,24,4,1,0,3,0,0,0,0,0,0,1,1,"Smaragdis, Paris"
2018,Spring,2018-sp,CS,498,Virtual Reality,,49,31,17,27,18,7,6,1,1,0,0,0,0,0,"Angrave, Lawrence C"
2018,Spring,2018-sp,CS,512,Data Mining Principles,,9,24,16,8,8,5,3,1,1,0,0,0,1,0,"Han, Jiawei"
2018,Spring,2018-sp,CS,525,Advanced Distributed Systems,,8,9,33,5,1,0,0,0,0,0,0,0,0,0,"Gupta, Indranil"
2018,Spring,2018-sp,CS,538,Advanced Computer Networks,,2,19,0,0,1,1,1,0,0,0,0,0,0,0,"Godfrey, Philip B"
2018,Spring,2018-sp,CS,546,Machine Learning in NLP,,0,80,2,1,1,0,0,0,0,0,0,0,0,1,"Hockenmaier, Julia C"
2018,Spring,2018-sp,CS,555,Numerical Methods for PDEs,,2,16,6,1,0,0,0,0,0,0,0,0,0,0,"Fischer, Paul"
2018,Spring,2018-sp,CS,583,Approximation Algorithms,,0,23,4,0,1,0,0,0,0,0,0,0,0,0,"Chekuri, Chandra S"
2018,Spring,2018-sp,ECE,110,Introduction to Electronics,,9,17,11,6,5,4,3,4,2,0,0,0,1,0,"Choi, Hyungsoo"
2018,Spring,2018-sp,ECE,110,Introduction to Electronics,,22,54,21,20,11,10,5,0,2,1,0,0,2,0,"Schmitz, Christopher"
2018,Spring,2018-sp,ECE,110,Introduction to Electronics,,10,25,11,15,20,2,3,3,5,0,2,0,3,0,"Fang, Kejie"
2018,Spring,2018-sp,ECE,110,Introduction to Electronics,,15,27,23,11,14,8,9,3,3,0,3,0,2,1,"Gruev, Viktor"
2018,Spring,2018-sp,ECE,120,Introduction to Computing,,4,21,14,12,12,5,8,8,2,4,5,2,7,1,"Varodayan, David"
2018,Spring,2018-sp,ECE,120,Introduction to Computing,,10,27,19,17,15,1,3,3,2,2,0,1,3,0,"Jaramillo Jimen, Juan Jos"
2018,Spring,2018-sp,ECE,120,Introduction to Computing,,5,21,20,9,8,13,8,4,6,3,2,1,4,0,"Jaramillo Jimen, Juan Jos"
2018,Spring,2018-sp,ECE,205,Elec & Electronic Circuits,,7,41,18,22,42,25,23,15,18,0,7,9,10,1,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,206,Elec & Electronic Circuits Lab,,4,16,2,0,2,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,206,Elec & Electronic Circuits Lab,,3,22,2,1,0,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,206,Elec & Electronic Circuits Lab,,1,24,3,2,0,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,206,Elec & Electronic Circuits Lab,,3,19,3,0,1,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,206,Elec & Electronic Circuits Lab,,3,21,0,1,0,0,0,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,210,Analog Signal Processing,,1,2,2,5,1,4,4,4,4,1,1,1,0,0,"Jiang, Jing"
2018,Spring,2018-sp,ECE,210,Analog Signal Processing,,5,3,5,9,19,15,9,9,8,5,3,2,3,0,"Yan, Su"
2018,Spring,2018-sp,ECE,210,Analog Signal Processing,,10,7,7,12,7,12,8,12,4,2,3,1,2,0,"Yan, Su"
2018,Spring,2018-sp,ECE,210,Analog Signal Processing,,5,10,9,10,18,10,12,11,3,5,2,3,1,1,"Alvarez, Juan"
2018,Spring,2018-sp,ECE,220,Computer Systems & Programming,,2,20,19,13,17,9,5,6,3,5,3,3,2,1,"Chen, Yuting W"
2018,Spring,2018-sp,ECE,220,Computer Systems & Programming,,1,11,11,8,15,9,5,7,1,1,2,3,3,0,"Patel, Sanjay J"
2018,Spring,2018-sp,ECE,220,Computer Systems & Programming,,6,15,16,15,10,8,9,7,3,4,2,1,1,0,"Hu, Yih-Chun"
2018,Spring,2018-sp,ECE,220,Computer Systems & Programming,,7,30,1,2,0,2,0,0,0,0,0,0,0,0,"Lumetta, Steven S"
2018,Spring,2018-sp,ECE,310,Digital Signal Processing,,3,12,10,6,5,4,4,1,1,1,1,0,1,0,"Do, Minh N"
2018,Spring,2018-sp,ECE,310,Digital Signal Processing,,7,13,13,22,13,11,0,2,0,1,1,0,1,0,"Do, Minh N"
2018,Spring,2018-sp,ECE,310,Digital Signal Processing,,9,18,8,21,12,9,7,2,4,3,1,0,0,0,"Liang, Zhi-Pei"
2018,Spring,2018-sp,ECE,311,Digital Signal Processing Lab,,2,22,3,3,6,2,0,2,0,1,0,0,0,0,"Do, Minh N"
2018,Spring,2018-sp,ECE,311,Digital Signal Processing Lab,,2,27,6,1,6,0,0,1,0,0,0,0,0,0,"Liang, Zhi-Pei"
2018,Spring,2018-sp,ECE,311,Digital Signal Processing Lab,,2,26,2,4,5,0,0,0,0,0,0,0,2,0,"Do, Minh N"
2018,Spring,2018-sp,ECE,313,Probability with Engrg Applic,,5,4,2,5,11,3,3,6,8,2,2,0,1,0,"Lu, Yi"
2018,Spring,2018-sp,ECE,313,Probability with Engrg Applic,,4,1,2,8,12,5,7,4,4,1,2,1,3,1,"Milenkovic, Olgica"
2018,Spring,2018-sp,ECE,313,Probability with Engrg Applic,,0,2,1,4,6,1,4,3,2,2,4,0,2,0,"Dominguez-Garci, Alejandr"
2018,Spring,2018-sp,ECE,313,Probability with Engrg Applic,,2,8,6,5,24,2,10,7,1,1,4,0,3,0,"Ochoa-Alvarez, Idoia"
2018,Spring,2018-sp,ECE,313,Probability with Engrg Applic,,1,8,3,9,12,5,13,3,6,3,2,0,0,0,"Alvarez, Juan"
2018,Spring,2018-sp,ECE,316,Ethics and Engineering,,0,23,5,2,2,0,0,0,0,0,0,0,0,0,"Hillmer, Philip M"
2018,Spring,2018-sp,ECE,316,Ethics and Engineering,,0,27,3,1,1,2,0,0,0,0,0,0,0,0,"Hillmer, Philip M"
2018,Spring,2018-sp,ECE,317,ECE Technology & Management,,0,10,0,0,10,0,0,1,0,0,0,0,0,0,"He, Wei"
2018,Spring,2018-sp,ECE,329,Fields and Waves I,,11,15,2,11,7,2,3,3,2,1,0,1,2,0,"Goddard, Lynford L"
2018,Spring,2018-sp,ECE,329,Fields and Waves I,,4,7,2,3,6,4,0,1,4,0,0,1,1,0,"Ilie, Raluca"
2018,Spring,2018-sp,ECE,329,Fields and Waves I,,3,12,0,4,8,4,4,4,3,3,3,1,2,0,"He, Wei"
2018,Spring,2018-sp,ECE,330,Power Ckts & Electromechanics,,3,12,1,4,17,6,11,6,0,3,5,3,2,0,"Bose, Subhonmesh"
2018,Spring,2018-sp,ECE,330,Power Ckts & Electromechanics,,1,16,2,4,17,1,11,6,0,3,2,1,0,0,"Sowidan, Hassan"
2018,Spring,2018-sp,ECE,333,Green Electric Energy,,5,13,5,13,13,3,4,2,2,0,0,0,1,0,"Reinhard, Karl E"
2018,Spring,2018-sp,ECE,340,Semiconductor Electronics,,1,15,1,5,9,0,5,8,0,0,7,0,1,0,"Lee, Minjoo L"
2018,Spring,2018-sp,ECE,340,Semiconductor Electronics,,2,4,0,4,9,0,2,6,1,0,3,0,3,0,"Kim, Kyekyoon"
2018,Spring,2018-sp,ECE,340,Semiconductor Electronics,,2,10,4,4,10,0,2,15,2,0,7,0,1,0,"Dallesasse, John M"
2018,Spring,2018-sp,ECE,342,Electronic Circuits,,3,10,3,6,27,10,4,4,0,0,0,0,0,0,"Shanbhag, Naresh R"
2018,Spring,2018-sp,ECE,342,Electronic Circuits,,2,4,2,5,20,7,3,2,1,0,0,0,0,0,"Zhou, Jin"
2018,Spring,2018-sp,ECE,343,Electronic Circuits Laboratory,,0,14,4,1,1,0,0,0,0,0,0,1,0,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,343,Electronic Circuits Laboratory,,0,17,2,3,1,2,0,0,0,0,0,0,1,0,"Radhakrishnan, Chandrasek"
2018,Spring,2018-sp,ECE,350,Fields and Waves II,,3,5,4,2,2,3,2,1,0,0,0,0,0,0,"Gong, Songbin"
2018,Spring,2018-sp,ECE,385,Digital Systems Laboratory,,14,76,56,60,46,26,16,11,9,1,1,3,3,0,"Cheng, Zuofu"
2018,Spring,2018-sp,ECE,391,Computer Systems Engineering,,6,33,15,25,43,13,7,16,7,6,5,2,9,0,"Kalbarczyk, Zbigniew T"
2018,Spring,2018-sp,ECE,398,Smart Contracts & Blockchain S,,31,9,7,0,0,0,0,2,0,0,0,0,0,0,"Miller, Andrew E"
2018,Spring,2018-sp,ECE,402,Electronic Music Synthesis,,5,8,6,3,2,2,0,2,0,0,0,0,0,0,"Haken, Lippold"
2018,Spring,2018-sp,ECE,408,Applied Parallel Programming,,2,39,13,10,8,4,4,8,1,0,0,0,0,1,"Hwu, Wen-Mei W"
2018,Spring,2018-sp,ECE,411,Computer Organization & Design,,0,5,18,6,2,1,0,0,0,0,0,0,0,0,"Kim, Nam Sung"
2018,Spring,2018-sp,ECE,411,Computer Organization & Design,,4,39,33,5,5,4,2,3,0,0,0,1,0,0,"Kim, Nam Sung"
2018,Spring,2018-sp,ECE,416,Biosensors,,3,10,10,4,6,2,0,2,0,0,2,0,1,0,"Cunningham, Brian T"
2018,Spring,2018-sp,ECE,420,Embedded DSP Laboratory,,10,5,12,9,0,0,5,0,0,0,0,0,0,0,"Levinson, Stephen E"
2018,Spring,2018-sp,ECE,431,Electric Machinery,,0,16,4,6,12,7,2,6,0,2,4,0,0,0,"Haran, Kiruba S"
2018,Spring,2018-sp,ECE,441,Physcs & Modeling Semicond Dev,,4,5,4,4,6,4,4,2,0,0,0,0,0,0,"Zhu, Wenjuan"
2018,Spring,2018-sp,ECE,444,IC Device Theory & Fabrication,,3,8,4,4,0,4,1,0,0,0,0,0,0,0,"Li, Xiuling"
2018,Spring,2018-sp,ECE,444,IC Device Theory & Fabrication,,3,12,2,0,5,1,1,2,0,0,1,1,1,0,"Sievers, Dane J"
2018,Spring,2018-sp,ECE,445,Senior Design Project Lab,,8,23,33,26,38,10,5,15,9,0,21,0,3,1,"Kumar, Rakesh"
2018,Spring,2018-sp,ECE,453,Wireless Communication Systems,,4,6,1,6,3,4,1,1,0,0,3,1,0,0,"Franke, Steven J"
2018,Spring,2018-sp,ECE,454,Antennas,,4,10,1,5,1,1,0,0,0,0,0,0,0,1,"Kudeki, Erhan"
2018,Spring,2018-sp,ECE,461,Digital Communications,,2,7,1,3,5,0,2,2,0,0,1,0,0,0,"Viswanath, Pramod"
2018,Spring,2018-sp,ECE,462,Logic Synthesis,,3,5,4,6,9,10,6,5,0,0,0,0,0,1,"Chen, Deming"
2018,Spring,2018-sp,ECE,468,Optical Remote Sensing,,2,4,7,4,1,3,0,1,0,0,0,0,0,0,"Waldrop, Lara"
2018,Spring,2018-sp,ECE,470,Introduction to Robotics,,31,24,9,8,4,3,1,3,3,1,2,0,2,0,"Bretl, Timothy W"
2018,Spring,2018-sp,ECE,481,Nanotechnology,,8,16,0,1,6,3,0,0,0,0,1,0,0,1,"Lyding, Joseph W"
2018,Spring,2018-sp,ECE,483,Analog IC Design,,0,20,14,10,5,2,2,0,0,0,1,0,1,1,"Hanumolu, Pavan Kumar"
2018,Spring,2018-sp,ECE,486,Control Systems,,19,28,13,11,7,2,0,1,0,0,3,0,0,0,"Han, Yun Long"
2018,Spring,2018-sp,ECE,490,Introduction to Optimization,,4,24,8,6,6,4,0,0,0,0,0,0,0,0,"Kiyavash, Negar"
2018,Spring,2018-sp,ECE,498,Smartphone computing and Appli,,4,8,10,8,9,1,2,0,0,0,0,0,0,0,"Roy Choudhury, Romit"
2018,Spring,2018-sp,ECE,515,Control System Theory & Design,,4,7,8,6,5,11,4,0,1,0,1,0,0,0,"Salapaka, Srinivasa M"
2018,Spring,2018-sp,ECE,534,Random Processes,,7,19,5,8,14,0,0,0,0,0,0,0,0,1,"Katselis, Dimitrios"
2018,Spring,2018-sp,ECE,543,Statistical Learning Theory,,5,9,8,1,0,0,0,0,0,0,0,0,0,0,"Raginsky, Maxim"
2018,Spring,2018-sp,ECE,546,Advanced Signal Integrity,,3,18,3,3,4,0,0,0,0,0,0,0,0,0,"Schutt-Aine, Jose E"
2018,Spring,2018-sp,ECE,549,Computer Vision,,10,53,4,1,10,0,0,3,1,0,0,0,0,3,"Lazebnik, Svetlana"
2018,Spring,2018-sp,ECE,549,Computer Vision,,9,51,9,7,8,0,1,3,0,0,0,0,3,3,"Lazebnik, Svetlana"
2018,Spring,2018-sp,ENG,198,Technical Communication,,11,16,0,0,3,0,0,0,0,0,0,0,0,0,"Brunet, Marie-Christine"
2018,Spring,2018-sp,ENG,398,ELA Leadership Training,,0,29,1,1,0,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M"
2018,Spring,2018-sp,ENG,571,Theory Energy & Sustain Engrg,,2,22,9,2,1,0,1,0,0,0,0,0,0,1,"Abelson, John R"
2018,Spring,2018-sp,ENG,598,Teaching and Leadership,,0,9,0,0,12,0,0,7,0,0,0,0,1,0,"Goodman, Matthew D"
2018,Spring,2018-sp,IE,300,Analysis of Data,,3,8,7,11,10,2,2,2,2,0,0,0,0,0,"Sirignano, Justin A"
2018,Spring,2018-sp,IE,300,Analysis of Data,,5,11,10,4,8,6,11,5,5,5,2,2,6,2,"King, Douglas M"
2018,Spring,2018-sp,IE,310,Determin Models in Optmzation,,10,18,1,10,24,2,4,1,0,0,0,0,0,0,"Oh, Sewoong"
2018,Spring,2018-sp,IE,330,Industrial Quality Control,,2,4,6,5,6,7,5,5,4,0,2,1,1,0,"King, Douglas M"
2018,Spring,2018-sp,IE,340,Human Factors,,0,40,0,0,2,0,0,1,0,0,0,0,0,0,"Jones, Patricia M"
2018,Spring,2018-sp,IE,361,Production Planning & Control,,2,19,15,11,7,2,2,2,0,0,0,0,0,0,"Wang, Qiong"
2018,Spring,2018-sp,IE,370,Stochastic Processes & Applic,,0,45,15,11,6,3,1,3,3,1,0,0,1,0,"Stolyar, Aleksandr"
2018,Spring,2018-sp,IE,413,Simulation,,0,15,2,7,13,0,13,15,1,13,3,3,7,0,"Jacobson, Sheldon H"
2018,Spring,2018-sp,IE,420,Financial Engineering,,3,10,13,7,10,7,5,5,0,1,0,0,1,0,"Feng, Liming"
2018,Spring,2018-sp,IE,431,Design for Six Sigma,,0,10,7,8,4,3,1,1,1,0,0,0,0,0,"Kim, Harrison H"
2018,Spring,2018-sp,IE,498,Cmptng for ISE,,6,16,11,17,4,3,1,0,0,0,0,0,0,0,"Garg, Jugal"
2018,Spring,2018-sp,IE,510,Applied Nonlinear Programming,,3,5,6,4,3,1,0,0,0,0,0,0,0,0,"Sun, Ruoyu"
2018,Spring,2018-sp,IE,525,Numerical Methods in Finance,,0,15,7,21,15,2,0,0,0,0,0,0,0,0,"Chronopoulou, Alexandra"
2018,Spring,2018-sp,IE,526,Stochastic Calculus in Finance,,8,13,8,11,14,6,0,0,0,0,0,0,0,0,"Sowers, Richard B"
2018,Spring,2018-sp,IE,531,Algorithms for Data Analytics,,5,5,10,3,4,0,0,0,0,0,0,0,1,0,"Sreenivas, Ramavarapu S"
2018,Spring,2018-sp,ME,170,Computer-Aided Design,,29,43,18,7,2,2,1,0,1,1,0,0,0,0,"Philpott, Michael L"
2018,Spring,2018-sp,ME,199,Undergraduate Open Seminar,,10,22,3,1,3,0,0,0,0,0,0,0,0,1,"Philpott, Michael L"
2018,Spring,2018-sp,ME,199,Undergraduate Open Seminar,,15,73,8,1,2,0,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2018,Spring,2018-sp,ME,270,Design for Manufacturability,,12,36,34,16,7,5,5,1,2,1,0,0,0,0,"Flachsbart, Bruce R"
2018,Spring,2018-sp,ME,300,Thermodynamics,,15,6,26,30,16,21,9,2,4,0,2,0,2,0,"Liebenberg, Leon"
2018,Spring,2018-sp,ME,300,Thermodynamics,,5,10,4,8,7,6,9,10,0,0,11,0,8,1,"Matalon, Moshe"
2018,Spring,2018-sp,ME,310,Fundamentals of Fluid Dynamics,,1,12,8,12,6,6,6,2,2,0,0,0,0,0,"Juarez, Gabriel"
2018,Spring,2018-sp,ME,310,Fundamentals of Fluid Dynamics,,7,7,19,3,1,1,0,0,0,0,0,0,0,0,"Chamorro Chavez, Leonardo"
2018,Spring,2018-sp,ME,320,Heat Transfer,,3,5,6,3,10,5,5,13,0,0,12,0,2,0,"King, William P"
2018,Spring,2018-sp,ME,320,Heat Transfer,,2,9,8,16,12,8,5,4,1,1,1,1,0,0,"Sinha, Sanjiv"
2018,Spring,2018-sp,ME,330,Engineering Materials,,0,5,14,10,5,6,4,1,0,2,0,0,0,0,"Ertekin, Elif"
2018,Spring,2018-sp,ME,330,Engineering Materials,,4,9,17,9,7,5,2,0,1,1,0,1,1,0,"Nam, SungWoo"
2018,Spring,2018-sp,ME,340,Dynamics of Mechanical Systems,,7,14,17,3,4,2,1,1,0,0,0,0,0,0,"Shao, Chenhui"
2018,Spring,2018-sp,ME,360,Signal Processing,,2,13,5,3,2,0,0,0,0,0,0,0,0,0,"Bentsman, Joseph"
2018,Spring,2018-sp,ME,360,Signal Processing,,2,17,19,12,2,5,1,0,1,0,0,0,0,0,"Toussaint, Kimani C"
2018,Spring,2018-sp,ME,370,Mechanical Design I,,2,16,11,8,7,4,2,0,0,0,0,0,0,0,"van der Zande, Arend"
2018,Spring,2018-sp,ME,370,Mechanical Design I,,9,19,24,7,3,0,0,1,1,0,0,0,0,0,"Liebenberg, Leon"
2018,Spring,2018-sp,ME,371,Mechanical Design II,,1,13,16,15,9,3,1,0,1,0,0,0,0,0,"Kim, Seok"
2018,Spring,2018-sp,ME,371,Mechanical Design II,,0,3,23,23,13,5,1,0,0,0,0,0,0,0,"Grinberg, Itay"
2018,Spring,2018-sp,ME,400,Energy Conversion Systems,,0,10,16,13,5,2,1,0,0,0,0,0,0,0,"Jassim, Emad W"
2018,Spring,2018-sp,ME,431,Mechanical Component Failure,,2,37,0,5,2,0,0,1,0,0,0,0,0,0,"Downing, Stephen D"
2018,Spring,2018-sp,ME,452,Num Control of Mfg Processes,,0,6,3,4,9,0,0,0,0,0,0,0,0,0,"Ferreira, Placid M"
2018,Spring,2018-sp,ME,470,Senior Design Project,,20,65,27,17,9,2,0,0,2,0,0,0,0,0,"Johnson, Blake E"
2018,Spring,2018-sp,ME,471,Finite Element Analysis,,2,14,10,11,11,5,1,1,0,0,0,0,0,0,"Aluru, Narayana R"
2018,Spring,2018-sp,ME,472,Introduction to Tribology,,1,16,5,3,4,1,0,1,0,0,0,0,0,0,"Dunn, Alison C"
2018,Spring,2018-sp,ME,481,Whole-Body Musculoskel Biomech,,6,20,2,2,0,0,1,1,0,0,0,0,0,0,"Kersh, Mariana E"
2018,Spring,2018-sp,ME,483,Mechanobiology,,8,13,8,6,0,0,0,0,0,0,0,0,0,0,"Wang, Ning"
2018,Spring,2018-sp,ME,487,MEMS-NEMS Theory & Fabrication,,3,7,5,6,2,3,1,0,0,0,0,0,0,0,"Bahl, Gaurav"
2018,Spring,2018-sp,ME,510,Advanced Gas Dynamics,,5,13,4,1,0,0,0,0,0,0,0,0,0,0,"Panesi, Marco"
2018,Spring,2018-sp,ME,521,Convective Heat Transfer,,0,31,0,0,7,0,0,0,0,0,0,0,0,0,"Miljkovic, Nenad"
2018,Spring,2018-sp,MSE,201,Phases and Phase Relations,,1,4,6,6,7,5,7,0,0,0,0,0,1,0,"Shang, Jian K"
2018,Spring,2018-sp,MSE,206,Mechanics for MatSE,,24,13,3,6,11,1,8,3,3,2,1,3,3,1,"Krogstad, Jessica A"
2018,Spring,2018-sp,MSE,280,Engineering Materials,,3,12,8,8,10,0,1,7,0,0,1,0,2,0,"Goodman, Matthew D"
2018,Spring,2018-sp,MSE,304,Electronic Properties of Matls,,10,13,20,15,12,5,5,3,2,2,1,0,2,0,"Schleife, Andre"
2018,Spring,2018-sp,MSE,308,Materials Laboratory II,,2,38,38,19,2,3,1,0,0,0,0,0,1,0,"TerBush, Jessica"
2018,Spring,2018-sp,MSE,395,Materials Design,,0,29,30,11,4,0,0,0,0,0,0,0,1,0,"Dillon, Shen J"
2018,Spring,2018-sp,MSE,402,Kinetic Processes in Materials,,13,13,10,17,14,14,9,1,5,3,0,0,2,0,"Bellon, Pascal"
2018,Spring,2018-sp,MSE,405,Microstructure Determination,,1,12,5,5,25,12,6,6,3,0,1,3,0,0,"Shoemaker, Daniel P"
2018,Spring,2018-sp,MSE,420,Ceramic Materials & Properties,,4,1,4,4,2,3,2,3,0,0,0,0,1,0,"Kriven, Waltraud M"
2018,Spring,2018-sp,MSE,441,Metals Processing,,6,2,3,7,4,4,4,8,2,1,1,2,4,0,"Maass, Christoph R"
2018,Spring,2018-sp,MSE,450,Polymer Science & Engineering,,2,20,6,18,5,13,4,2,3,0,0,0,0,0,"Chen, Qian"
2018,Spring,2018-sp,MSE,453,Plastics Engineering,,1,2,2,3,5,7,4,7,0,0,2,0,0,0,"Reifschneider, Louis"
2018,Spring,2018-sp,MSE,458,Polymer Physics,,4,8,9,6,2,3,1,1,2,3,0,0,0,1,"Ferguson, Andrew"
2018,Spring,2018-sp,MSE,473,Biomolecular Materials Science,,1,6,12,7,5,3,4,1,0,1,0,0,0,2,"Das Neves Barbo, Cecilia"
2018,Spring,2018-sp,MSE,481,Electron Microscopy,,3,8,5,4,3,0,0,0,0,0,0,0,0,0,"Huang, Pinshane"
2018,Spring,2018-sp,NPRE,101,Introduction to Energy Sources,,1,5,10,6,10,8,3,3,3,2,0,0,1,0,"Ruzic, David N"
2018,Spring,2018-sp,NPRE,199,Undergraduate Seminar,,7,17,2,1,0,0,0,0,0,0,0,0,0,0,"Stubbins, James F"
2018,Spring,2018-sp,NPRE,247,Modeling Nuclear Energy System,,0,6,2,1,5,0,3,3,0,2,2,0,1,0,"Kozlowski, Tomasz"
2018,Spring,2018-sp,NPRE,402,Nuclear Power Engineering,,16,33,37,13,10,4,2,3,0,0,0,0,0,0,"Ragheb, Magdi"
2018,Spring,2018-sp,NPRE,421,Plasma and Fusion Science,,1,10,3,7,9,4,3,3,0,0,1,0,0,0,"Curreli, Davide"
2018,Spring,2018-sp,NPRE,441,Radiation Protection,,7,10,12,6,1,1,0,1,0,0,1,0,0,0,"Meng, Ling J"
